station_id;station_name;region_id;region_name;lat;lon;station_elevation;data;dd;ff;t;td;p;p0;rrr;ww;w1;w2;u;tmin;tmax;rrr24;ff_max;dd_max;tsoil;ew;tsea;ss
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/21/2017 00:00;290;4;7.8;-1.4;1006;895.1;0;;;;52;;;;;;;5.539943;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/21/2017 03:00;230;5;6.8;-3.2;1008.5;896.7;;;;;49;6.7;;;;;;4.852207;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/21/2017 06:00;280;5;13;-6;1009.3;898.2;0;;;;26;;;0.01;;;5;3.914362;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/21/2017 09:00;290;5;15.3;-5.7;1008.7;897.6;;;;;23;;;;;;;4.059476;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/21/2017 12:00;260;5;15.5;-3.4;1008.4;897;0;;;;27;;;;;;;4.769957;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/21/2017 15:00;320;4;11.2;0;1011.4;898.7;;1;8;2;46;;16.4;;;;;6.160567;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/21/2017 18:00;270;4;9.2;0.1;1011.6;899.7;0.01;1;8;2;53;;;;;;;6.098931;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/21/2017 21:00;320;2;7.5;0.7;1011.5;899.7;;;;;62;;;;13;320;;6.393468;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/22/2017 00:00;300;;8;3.1;1012.6;900.9;0.4;60;6;2;71;;;;;;;7.63336;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/22/2017 03:00;300;5;5.5;2.5;1015.6;902.3;;1;6;2;81;4.8;;;;;;7.306593;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/22/2017 06:00;310;8;11.8;-3.2;1016.2;903.5;1;1;6;1;35;;;1;;;4;4.885582;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/22/2017 09:00;300;7;15;-3.8;1014.7;902.4;;;;;27;;;;;;;4.668262;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/22/2017 12:00;320;5;13.3;-1.4;1013.2;900.9;0.01;25;8;1;36;;;;;;;5.47723;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/22/2017 15:00;290;2;11.4;-0.7;1015;901.7;;;;;43;;15.6;;;;;5.866877;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/22/2017 18:00;290;5;;1.8;1015.1;902.8;0.01;25;8;2;55;;;;;;;6.999485;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/22/2017 21:00;290;4;;1.4;1013.3;901.7;;3;8;2;56;;;;;;;6.744627;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/23/2017 00:00;280;4;8.8;2.4;1013.6;901.5;0.01;3;8;2;64;;;;;;;7.192156;;
