station_id;station_name;region_id;region_name;lat;lon;station_elevation;data;dd;ff;t;td;p;p0;rrr;ww;w1;w2;u;tmin;tmax;rrr24;ff_max;dd_max;tsoil;ew;tsea;ss
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/21/2017 00:00;280;4;25;-0.2;994.8;891.8;0;;;;19;;;;;;;5.91137;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/21/2017 03:00;310;6;27.6;0.4;995.6;892.9;;;;;17;24.6;;;;;;6.272238;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/21/2017 06:00;310;8;32.8;4.6;996;893.2;0;;;;17;;;0;;;24;8.479081;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/21/2017 09:00;330;6;37;-1.1;995.1;892.3;;;;;9;;;;;;;5.69172;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/21/2017 12:00;310;6;38.8;-1.3;993.7;890.7;0;;;;8;;;;;;;5.624594;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/21/2017 15:00;330;6;37.1;-2.6;993;890.2;;;;;8;;39.3;;;;;5.068808;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/21/2017 18:00;270;4;32.3;-3.2;994;891.2;0;;;;10;;;;;;;4.904391;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/21/2017 21:00;300;6;26.4;7.9;995.8;892.8;;;;;31;;;;8;310;;10.75224;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/22/2017 00:00;290;8;22.3;10.5;997;893.6;0;;;;47;;;;;;;12.74342;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/22/2017 03:00;300;9;23;9.1;998.4;894.6;;;;;41;20.9;;;;;;11.50517;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/22/2017 06:00;310;10;29.5;5.6;998.6;895;0;;;;22;;;0;;;20;9.082971;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/22/2017 09:00;290;8;36;-5.2;997.6;894;;;;;7;;;;;;;4.072808;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/22/2017 12:00;320;6;37;-6.5;996.6;892.5;0;;;;6;;;;;;;3.761032;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/22/2017 15:00;340;5;35.4;-5.6;995.6;891.5;;;;;6;;37.5;;;;;3.978861;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/22/2017 18:00;270;4;30.7;-9;997;;0;;;;7;;;;;;;3.019529;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/22/2017 21:00;300;11;23.4;9.8;998.5;894.6;;;;;42;;;;11;300;;11.95172;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/23/2017 00:00;300;10;20.5;10.9;999.9;895.6;0;;;;54;;;;;;;12.92518;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/23/2017 03:00;290;12;21.1;10.6;1001.9;897.2;;;;;51;19;;;;;;12.66904;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/23/2017 06:00;300;11;27;8.400001;1002.4;897.8;0;;;;31;;;0;;;18;11.03695;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/23/2017 09:00;330;9;32.6;2.6;1002.3;897.3;;;;;15;;;;;;;7.408521;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/23/2017 12:00;330;7;34.6;-2.9;1001.1;895.9;0;;;;9;;;;;;;5.044749;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/23/2017 15:00;310;8;33;-4;1000.6;895.3;;;;;9;;34.8;;;;;4.529532;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/23/2017 18:00;320;8;24.5;6.7;1003.2;897.4;0;;;;32;;;;;;;9.8685;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/23/2017 21:00;300;8;21.5;6.6;1003.3;898;;;;;38;;;;12;290;;9.723672;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/24/2017 00:00;310;9;19.8;8.2;1003.4;898.1;0;;;;47;;;;;;;10.77068;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/24/2017 03:00;330;8;20.4;8.400001;1005.1;899.5;;;;;46;18.9;;;;;;11.02521;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/24/2017 06:00;350;4;27.6;6.4;1006.3;900.3;0;;;;26;;;0;;;18;9.638982;;
