station_id;station_name;region_id;region_name;lat;lon;station_elevation;data;dd;ff;t;td;p;p0;rrr;ww;w1;w2;u;tmin;tmax;rrr24;ff_max;dd_max;tsoil;ew;tsea;ss
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/21/2019 00:00;320;6;24.1;8.5;998;894.5;0;;;;37;;;;;;;11.08458;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/21/2019 03:00;320;6;24.2;8.6;999.6;896;;;;;37;22.6;;;;;;11.18599;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/21/2019 06:00;320;5;31.3;7.7;999.4;896;0;;;;23;;;0;;;21;10.50548;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/21/2019 09:00;120;6;37;4.1;996.4;893.8;;;;;13;;;;;;;8.074116;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/21/2019 12:00;120;7;40;2.6;994.9;891.9;0;;;;10;;;;;;;7.415097;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/21/2019 15:00;270;3;39;-1.2;994.9;;;;;;8;;40.7;;;;;5.666071;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/21/2019 18:00;360;5;31.4;8.400001;996.8;;0;;;;24;;;;;;;11.06049;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/21/2019 21:00;310;9;24.4;9.6;998.9;;;;;;39;;;;9;320;;11.97483;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/22/2019 00:00;300;9;22.6;9.400001;999.7;;0;;;;43;;;;;;;11.7815;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/22/2019 03:00;300;9;22.8;10.6;1002.7;898.8;;;;;46;21.8;;;;;;12.7268;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/22/2019 06:00;310;7;28.9;10.1;1004;899.7;0;;;;31;;;0;;;21;12.39043;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/22/2019 09:00;110;4;35.6;5.9;1003.1;898.7;;;;;16;;;;;;;9.418854;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/22/2019 12:00;150;5;37.6;4.5;1001.4;;0;;;;13;;;;;;;8.419979;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/22/2019 15:00;60;2;37.2;4.2;1000.9;;;;;;13;;38.6;;;;;8.29952;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/22/2019 18:00;20;4;;6.3;1001.8;;0;;;;21;;;;;;;16.54769;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/22/2019 21:00;330;9;26.5;10.2;1001.8;;;;;;36;;;;10;300;;12.35487;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/23/2019 00:00;290;6;25.4;10.1;1002.8;899.1;0;;;;38;;;;;;;12.17534;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/23/2019 03:00;320;6;25.3;10.7;1005.1;901.1;;;;;40;;;;;;;12.80821;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/23/2019 06:00;0;0;33.5;7.5;1005.3;901.5;0;;;;20;;;0;;;22;10.27628;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/23/2019 09:00;0;0;37;4.1;1004.3;900.3;;;;;13;;;;;;;7.978036;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/23/2019 12:00;90;5;39.3;3.4;1000.1;898.1;0;;;;11;;;;;;;7.814365;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/23/2019 15:00;110;5;39;1.9;1000.6;897.1;;;;;10;;39.8;;;;;6.797216;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/23/2019 18:00;20;2;33.7;2.5;1001.2;898.1;0;;;;14;;;;;;;7.381714;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/23/2019 21:00;120;4;32.5;1.6;1001.6;898.8;;;;;14;;;;8;120;;6.88847;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/24/2019 00:00;150;2;29;2.3;1003;899.9;0;;;;18;;;;;;;7.157594;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/24/2019 03:00;110;4;28.9;6.9;1004.3;901.1;;;;;25;26.4;;;;;;10.02386;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/24/2019 06:00;130;9;34.2;2.9;1005;901.6;0;;;;14;;;0;;;25;7.562394;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;06/24/2019 09:00;120;9;38.3;1.4;1003.1;900.3;;;;;10;;;;;;;6.837926;;
