station_id;station_name;region_id;region_name;lat;lon;station_elevation;data;dd;ff;t;td;p;p0;rrr;ww;w1;w2;u;tmin;tmax;rrr24;ff_max;dd_max;tsoil;ew;tsea;ss
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/21/2021 00:00;300;4;8.900001;-6.9;1010.1;899.3;0;;;;32;;;;;;;3.58714;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/21/2021 03:00;340;8;9.900001;-6.9;1009.8;898.6;;;;;30;8.3;;;;;;3.63552;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/21/2021 06:00;310;5;14;-5.2;1012.6;901.2;0;;;;26;;;0;;;6;4.13481;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/21/2021 09:00;330;3;17.4;-6.4;1010.5;899.5;;;;;18;;;;;;;3.67574;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/21/2021 12:00;250;3;19.6;-8.6;1008.3;897.7;0;;;;14;;;;;;;3.12917;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/21/2021 15:00;10;3;16.2;-5.5;1008.7;897.7;;;;;22;;20.3;;;;;3.97837;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/21/2021 18:00;0;0;12.1;-3.7;1009.6;898.5;0;;;;33;;;;;;;4.69418;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/21/2021 21:00;310;3;9.5;-2.8;1009.6;898.7;;;;;42;;;;8;340;;4.95966;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/22/2021 00:00;280;3;6.5;-1.9;1010.1;899;0;;;;55;;;;;;;5.31243;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/22/2021 01:00;280;3;6.5;-1.9;1010.1;899;0;;;;55;;;;;;;5.31243;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/22/2021 03:00;310;3;5;-2.3;1012.3;900.1;;;;;59;4.8;;;;;;5.14219;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/22/2021 06:00;320;5;17.3;-2.9;1011.7;901;0;;;;25;;;0;;;4;4.90309;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/22/2021 09:00;290;7;20.9;-2.2;1009.5;899.2;;;;;21;;;;;;;5.21593;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/22/2021 12:00;350;6;21.7;-2.9;1008.6;898;0;;;;19;;;;;;;4.96575;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/22/2021 15:00;0;0;20.1;-2.9;1009.5;898.3;;;;;21;;22.9;;;;;4.8678;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/22/2021 18:00;250;5;16.4;-2.1;1009.5;899.8;0;;;;28;;;;;;;5.26429;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/22/2021 21:00;280;4;13.3;-3;1010.2;900.5;;;;;32;;;;9;310;;4.91992;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/23/2021 00:00;320;2;12.8;-3.1;1009.3;899.8;0;;;;33;;;;;;;4.8681;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/23/2021 03:00;280;4;10.6;-2.4;1011.4;901;;;;;40;9.3;;;;;;5.08702;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/23/2021 06:00;280;6;18.6;-0.7;1010;900.5;0;;;;27;;;0;;;8;5.77568;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/23/2021 09:00;310;4;22.2;-1.1;1010.4;901;;;;;21;;;;;;;5.69553;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/23/2021 12:00;330;5;22.2;0;1008.6;899.3;0;;;;23;;;;;;;6.19588;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/23/2021 15:00;270;4;20.6;-0.1;1009.8;899.7;;5;2;2;25;;22.9;;;;;6.05768;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/23/2021 18:00;320;6;19.6;2;1008.5;899.8;0.01;25;2;2;30;;;;;;;6.93468;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/23/2021 21:00;300;4;14.3;4;1007.7;898.8;;;;;50;;;;7;340;;8.11629;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/24/2021 00:00;300;3;12.4;4.4;1007.5;898.3;0;;;;58;;;;;;;8.29159;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/24/2021 03:00;280;3;13.1;4.8;1007.6;898.3;;5;2;2;57;12.3;;;;;;8.52973;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/24/2021 06:00;230;4;20.3;3.9;1007.1;898.9;0;;;;34;;;0.01;;;10;8.0542;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/24/2021 09:00;120;3;25.6;3;1004;896.1;;;;;23;;;;;;;7.49443;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/24/2021 12:00;130;6;26;0.6;1001.2;893.3;0;;;;19;;;;;;;6.36999;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/24/2021 15:00;300;3;25.4;2.2;1001.9;894;;5;2;2;22;;27.2;;;;;7.13594;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/24/2021 18:00;120;3;20.3;2.2;1001.4;893.9;0;;;;30;;;;;;;7.11383;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/24/2021 21:00;120;2;16;4.1;1000.7;893.5;;;;;45;;;;6;130;;8.14115;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/25/2021 00:00;330;8;19.5;3.2;1000.2;893.7;0;;;;34;;;;;;;7.6865;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/25/2021 03:00;330;10;14.3;8.900001;1003.2;895.5;;80;8;2;70;14;;;;;;11.39548;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/25/2021 06:00;340;6;16.6;9.1;1003.6;895.4;0.4;1;8;6;61;;;0.4;;;13;11.55109;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/25/2021 09:00;320;8;19.1;7.8;1002.9;894.4;;6;8;2;48;;;;;;;10.60775;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/25/2021 12:00;330;10;23.7;6.5;1000.2;893.4;0.2;7;6;2;33;;;;;;;9.75582;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/25/2021 15:00;330;4;20.2;2.5;1003.6;894.8;;7;8;2;31;;23.7;;;;;7.33993;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/25/2021 18:00;310;5;14.4;1.3;1007;897.2;0;;;;41;;;;;;;6.71463;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/25/2021 21:00;250;4;13.5;-0.2;1008.4;898.7;;;;;39;;;;10;330;;6.05251;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/26/2021 00:00;300;4;11.6;-0.5;1008.9;899.6;0;;;;43;;;;;;;5.8696;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/26/2021 03:00;330;7;10;-3.3;1011.5;901;;;;;40;9.400001;;;;;;4.85406;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/26/2021 06:00;330;8;17.1;-5.4;1012.6;902.2;0;;;;21;;;0;;;8;4.16055;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/26/2021 09:00;300;5;20.7;-7.7;1010.9;901.1;;;;;14;;;;;;;3.34859;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/26/2021 12:00;210;2;22.6;-8.2;1008.4;898.9;0;;;;12;;;;;;;3.22115;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/26/2021 15:00;70;2;20;-5;1008.6;898.3;;;;;18;;23.2;;;;;4.17804;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/26/2021 18:00;280;4;15.5;-2.9;1008.8;899;0;;;;28;;;;;;;4.90062;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/26/2021 21:00;310;5;13.7;-3.6;1008.5;899.1;;;;;30;;;;8;330;;4.64006;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/27/2021 00:00;270;6;12.8;-5.7;1008.5;898.9;0;;;;26;;;;;;;3.91882;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/27/2021 03:00;320;6;11.3;-6.5;1008.5;898.6;;;;;27;11.3;;;;;;3.66769;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/27/2021 06:00;320;6;19.5;-6.2;1009.4;899.9;0;;;;17;;;0;;;0;3.7736;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/27/2021 09:00;280;4;22.6;-7.2;1006.7;897.7;;;;;13;;;;;;;3.54209;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/27/2021 12:00;360;6;24;-6.1;1003.4;894.9;0;;;;13;;;;;;;3.82223;;
40777;Imam Khomeini Airport;OIII;Tehran;35.41666667;51.16666667;990.2;03/27/2021 15:00;60;12;22.7;-18;1005;895.8;;;;;9;;26.7;;;;;2.41786;;
